,Confirmation,Annee,SemaineDebut,NomOpe,DateDebutConso,DateFinConso,Enseigne,DirectionRegionale,ZoneCVR,SecteurCM,NomMagasin,Superficie,CodeMagasin,CAMagasin,IndiceMagPromophile,CodeSAPProduit,EANProduit,NomProduit,UmbrellaBrand,NBPotsParUC,FlagInno,DureeEnJoursDepuisLancement,TotalVentesMarqueUC,IndiceMarquePromophile,VentesTotalesProductBrandEnUC,Mecanique,EncodageMecaniquePromo,BaselineOSA,PreviUCRetouche,CodeLot,TauxDeDegradation,NBJours,NBCodesJoues,MaxVentesEANPasseeEnUC,VentesUC
0,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 36,TERRITOIRE  3640,CARREFOUR SETE-BALARUC,6500.0,C_34712,638775.1000000001,0.21553833476956366,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,199.0,
1,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 27,TERRITOIRE  2710,CARREFOUR BELLE EPINE-RUNGIS,6500.0,C_34998,622800.5299999998,0.19110748052936508,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,269.0,
2,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 11,TERRITOIRE  1120,CARREFOUR DAX (IN),2500.0,C_72175,156065.21000000017,0.22262738815427657,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,60.0,
3,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 36,TERRITOIRE  3620,CARREFOUR UZES,2500.0,C_34658,283789.2699999998,0.2021690531439244,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,179.0,
4,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 23,TERRITOIRE  2310,CARREFOUR ST BRICE S/S FORET,6500.0,C_34704,780172.2799999994,0.24596783796728755,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,263.0,
5,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 17,TERRITOIRE 1740,CARREFOUR BERCK,6500.0,C_34996,258364.03999999998,0.1982189455739078,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,65.0,
6,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 25,TERRITOIRE  2530,CARREFOUR CHARLEVILLE MEZIERES,6500.0,C_34954,561167.8200000002,0.3127913051847167,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,301.0,
7,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 11,TERRITOIRE  1130,CARREFOUR BEGLES,6500.0,C_34988,517643.8399999996,0.2262661572843682,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,198.0,
8,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 11,TERRITOIRE  1120,CARREFOUR MONT DE MARSAN (IN),2500.0,C_72151,206641.70999999993,0.24068520878626584,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,90.0,
9,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 15,TERRITOIRE  1520,CARREFOUR VANNES,6500.0,C_34656,308270.7599999999,0.21558868208820658,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,96.0,
10,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 13,TERRITOIRE  1340,CARREFOUR ST PIERRE DES CORPS,6500.0,C_34682,445636.3000000001,0.2423279725810704,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,249.0,
11,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 35,TERRITOIRE  3520,CARREFOUR DIGNE LES BAINS,6500.0,C_354599,283699.2099999998,0.21291692273311358,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,112.0,
12,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 21,TERRITOIRE  2130,CARREFOUR LAON,6500.0,C_34850,287637.5199999998,0.21808910147448313,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,88.0,
13,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 21,TERRITOIRE  2110,CARREFOUR LOMME,6500.0,C_34828,390776.7199999997,0.2595721161371107,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,134.0,
14,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 13,TERRITOIRE  1310,CARREFOUR EVREUX GUICHAINVILLE,6500.0,C_34906,501432.7200000003,0.2122990038434387,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,232.0,
15,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 28,TERRITOIRE  2820,CARREFOUR LES ULIS,6500.0,C_34842,831460.17,0.20793842222994985,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,395.0,
16,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 26,TERRITOIRE  2640,CARREFOUR ST ANDRE LES VERGERS,6500.0,C_34706,587873.9800000002,0.24919289881930756,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,272.0,
17,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 15,TERRITOIRE  1530,CARREFOUR ST BRIEUC LANGUEUX,6500.0,C_34702,384735.2500000001,0.25055103991757927,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,168.0,
18,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 22,TERRITOIRE  2210,CARREFOUR SANNOIS,6500.0,C_34724,620574.5200000003,0.2732752560590233,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,342.0,
19,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 28,TERRITOIRE  2810,CARREFOUR LIMAY,2500.0,C_34830,327013.21999999986,0.25697880475860796,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,202.0,
20,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 37,TERRITOIRE 3720,CARREFOUR CAHORS (IN),2500.0,C_72183,72704.68000000001,0.1384931006379451,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,32.0,
21,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 11,TERRITOIRE  1230,CARREFOUR ANGOULINS,6500.0,C_35026,449107.30999999976,0.20028287584799234,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,185.0,
22,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 14,TERRITOIRE  1440,CARREFOUR CHATEAUROUX,6500.0,C_34946,384084.15,0.20998496598740715,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,138.0,
23,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 34,TERRITOIRE  3410,CARREFOUR DRAGUIGNAN,2500.0,C_34918,226154.71999999988,0.1794020219402022,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,126.0,
24,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 15,TERRITOIRE  1530,CARREFOUR PAIMPOL,2500.0,C_34762,172200.33,0.14519420778126924,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,60.0,
25,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 35,TERRITOIRE  3530,CARREFOUR TOULON GRAND VAR,6500.0,C_34668,703562.52,0.2330439754366482,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,278.0,
26,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 28,TERRITOIRE  2820,CARREFOUR PARIS AUTEUIL,2500.0,C_34760,668296.4299999999,0.1984526830865729,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,218.0,
27,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 35,TERRITOIRE  3510,CARREFOUR CHATEAUNEUF LES MART,6500.0,C_34948,343570.10000000003,0.1674898742686972,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,125.0,
28,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 33,TERRITOIRE  3310,CARREFOUR VAULX EN VELIN,6500.0,C_34654,659826.2999999995,0.28023185123950994,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,353.0,
29,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 24,TERRITOIRE  2410,CARREFOUR LA VILLE DU BOIS,6500.0,C_34854,727257.0700000005,0.22016662849914395,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,286.0,
30,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 16,TERRITOIRE  1640,CARREFOUR MONDEVILLE,6500.0,C_34808,430681.2000000002,0.26145785326609783,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,158.0,
31,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 17,TERRITOIRE 1720,CARREFOUR BARENTIN,6500.0,C_35006,670029.5500000005,0.2604842656839317,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,338.0,
32,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 33,TERRITOIRE  3340,CARREFOUR MONTELIMAR,6500.0,C_34804,306206.27000000014,0.21455782576918847,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,153.0,
33,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 17,TERRITOIRE 1750,CARREFOUR COQUELLES,6500.0,C_34930,277251.46999999986,0.2624639334362209,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,108.0,
34,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 26,TERRITOIRE  2620,CARREFOUR CHALEZEULE,6500.0,C_34970,386538.64000000013,0.1934958315393949,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,104.0,
35,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 12,TERRITOIRE  1220,CARREFOUR GUERET,2500.0,C_34876,156347.99999999997,0.19390643073364014,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,59.0,
36,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 22,TERRITOIRE  2210,CARREFOUR ST DENIS,2500.0,C_34698,576080.02,0.27174045429632787,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,613.0,
37,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 35,TERRITOIRE  3530,CARREFOUR MARSEILLE BONNEVEINE,6500.0,C_34820,559712.4899999998,0.21204253344081855,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,185.0,
38,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 25,TERRITOIRE  2530,CARREFOUR CHALONS EN CHAMPAGNE,6500.0,C_34964,533465.2500000001,0.25467336612641417,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,225.0,
39,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 33,TERRITOIRE  3310,CARREFOUR GIVORS,6500.0,C_34888,597645.3199999997,0.2660762843924165,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,322.0,
40,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 26,TERRITOIRE  2630,CARREFOUR BEAUNE,2500.0,C_35000,158298.51999999996,0.20141084320294436,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,68.0,
41,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 31,TERRITOIRE  3140,CARREFOUR SALLANCHES,6500.0,C_34726,313580.31000000023,0.2371730620118388,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,157.0,
42,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 17,TERRITOIRE 1710,CARREFOUR TOUQUES,,C_470139,253271.70999999996,0.13927336891280137,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,42.0,
43,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 13,TERRITOIRE  1340,CARREFOUR ROMORANTIN LANTHENAY,2500.0,C_34732,150654.45999999996,0.22829265832997175,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,57.0,
44,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 14,TERRITOIRE  1430,CARREFOUR ANGERS ST SERGE,6500.0,C_35030,310623.58,0.2705671800925309,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,196.0,
45,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 36,TERRITOIRE 3750,CARREFOUR PERPIGNAN,6500.0,C_34758,483843.1400000004,0.209091131618241,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,117.0,
46,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 15,TERRITOIRE  1530,CARREFOUR GRACES GUINGAMP,2500.0,C_34884,175053.57000000004,0.21804658233346003,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,88.0,
47,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 14,TERRITOIRE  1420,CARREFOUR NANTES BEAULIEU,6500.0,C_34786,223457.97000000003,0.1629284460268758,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,63.0,
48,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 27,TERRITOIRE  2720,CARREFOUR CRETEIL,15000.0,C_34926,1011488.3800000001,0.3041452860574469,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,331.0,
49,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 27,TERRITOIRE  2720,CARREFOUR CHELLES,6500.0,C_34944,525540.5899999999,0.23714088805749728,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,205.0,
50,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 27,TERRITOIRE  2710,CARREFOUR BERCY 2,6500.0,C_34994,563375.2799999998,0.24908266382588368,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,275.0,
51,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 23,TERRITOIRE  2310,CARREFOUR ROSNY S/S BOIS,6500.0,C_34730,943598.0699999997,0.28782168940395997,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,561.0,
52,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 36,TERRITOIRE  3630,CARREFOUR LE CRES -RN113,6500.0,C_376367,304881.90000000026,0.195660789210475,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,70.0,
53,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 12,TERRITOIRE  1220,CARREFOUR BOISSEUIL,6500.0,C_34990,385439.4500000002,0.22054013786628704,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,131.0,
54,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 32,TERRITOIRE  3230,CARREFOUR FRANCHEVILLE,6500.0,C_34892,675307.6800000007,0.22943724231480875,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,348.0,
55,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR SUD EST,DFR CVR 32,TERRITOIRE  3220,CARREFOUR MABLY,6500.0,C_34822,321605.9900000001,0.27523534045273174,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,234.0,
56,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR NORD EST,DFR CVR 26,TERRITOIRE  2640,CARREFOUR SENS-VOULX,2500.0,C_34714,237524.16000000012,0.20767988457218747,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,77.0,
57,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 17,TERRITOIRE 1750,CARREFOUR AIRE S/LA LYS,2500.0,C_35040,332337.67000000004,0.26611775760909423,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,152.0,
58,Proposée,2020-01-01,8,63 09 02 - 2020,2020-02-24,2020-03-11,CARREFOUR,DFR DR GRAND OUEST,DFR CVR 13,TERRITOIRE  1320,CARREFOUR ETAMPES,6500.0,C_34908,348570.12000000005,0.21569707286138648,122050,3033490004705,VELOUTE FRUIX ROUGES 125X8 OD,VELOUTE,8,0,876,5119610,0.2267557489730663,4972295,Lot virtuel 3 pour 2,10,,1560776.5991358117,1,33.0,12,17,158.0,
